source_query,area,name,address,city,state,zip,phone,website,maps_url,place_id,google_rating,review_count,site_score_1_10,score_breakdown_json,score_reasons,crawl_status,crawl_notes,last_crawled_utc,latitude,longitude
manufactured home community,"Miami-Dade County, FL",J Bar J Trailer Ranch,"2980 NW 79th St lote 542, Miami, FL 33147",Miami,FL,33147,(305) 691-2432,https://parakeetcommunities.com/community/j-bar-j/,https://www.google.com/maps/place/?q=place_id:ChIJqRn-T_Cw2YgR9hs4_eD5HjA,ChIJqRn-T_Cw2YgR9hs4_eD5HjA,4.2,58,10,"{""technical"": 10, ""mobile"": 10, ""performance"": 10, ""conversion"": 10, ""trust"": 7, ""modernity"": 10}",Good overall,success,Crawled 4 page(s),2025-12-19T18:15:51.688980+00:00,25.8447837,-80.2453724
mobile home park,"Miami-Dade County, FL",Americana Village Condominium,"19800 SW 180th Ave, Miami, FL 33187",Miami,FL,19800,(305) 253-6025,,https://www.google.com/maps/place/?q=place_id:ChIJ8wmB9E7o2YgR6w8Tkdq2h4U,ChIJ8wmB9E7o2YgR6w8Tkdq2h4U,4.2,117,1,{},No website,no_website,,2025-12-19T18:15:57.524583+00:00,25.5811301,-80.4844727
mobile home park,"Miami-Dade County, FL",Aquarius Mobile Home & RV Park,"451 SE 8th St, Homestead, FL 33030",Homestead,FL,33030,(305) 248-9383,,https://www.google.com/maps/place/?q=place_id:ChIJOQ3cjkbn2YgReZn69V-Bx60,ChIJOQ3cjkbn2YgReZn69V-Bx60,3.2,104,1,{},No website,no_website,,2025-12-19T18:15:57.524600+00:00,25.4627505,-80.4726227
mobile home park,"Miami-Dade County, FL",Redlands Mobile Park,"17360 SW 232nd St #26, Miami, FL 33170",Miami,FL,17360,(305) 247-7707,,https://www.google.com/maps/place/?q=place_id:ChIJG3Kvcgzo2YgRKuXMlip-JBE,ChIJG3Kvcgzo2YgRKuXMlip-JBE,4.2,27,1,{},No website,no_website,,2025-12-19T18:15:57.524605+00:00,25.5473789,-80.4729719
trailer park,"Miami-Dade County, FL",Riviera Park MHC,"19900 NW 37th Ave, Miami Gardens, FL 33056",Miami Gardens,FL,19900,(305) 315-8311,https://parakeetcommunities.com/community/riviera-park/,https://www.google.com/maps/place/?q=place_id:ChIJnzgEyHCv2YgRqo3XBhPX0cw,ChIJnzgEyHCv2YgRqo3XBhPX0cw,4.3,112,10,"{""technical"": 10, ""mobile"": 10, ""performance"": 10, ""conversion"": 10, ""trust"": 7, ""modernity"": 10}",Good overall,success,Crawled 4 page(s),2025-12-19T18:15:51.688058+00:00,25.955009,-80.2633003
manufactured home community,"Miami-Dade County, FL",Courtly Manor,"12401 W Okeechobee Rd, Hialeah, FL 33018",Hialeah,FL,12401,(305) 821-1400,https://rootsmg.com/community/courtly_manor_hialeah_fl,https://www.google.com/maps/place/?q=place_id:ChIJf8LPa6C82YgRAlY_oxN6uYA,ChIJf8LPa6C82YgRAlY_oxN6uYA,4.2,372,9,"{""technical"": 10, ""mobile"": 10, ""performance"": 10, ""conversion"": 8, ""trust"": 7, ""modernity"": 10}",Email not visible,success,Crawled 4 page(s),2025-12-19T18:15:54.939332+00:00,25.8862824,-80.3614605
mobile home park,"Miami-Dade County, FL",Gateway Estates Park Condo,"35250 SW 177th Ct UNIT 149, Homestead, FL 33034",Homestead,FL,35250,(305) 247-8500,https://gatewayestates.org/,https://www.google.com/maps/place/?q=place_id:ChIJqds-Ccjg2YgRETDghw-H9JA,ChIJqds-Ccjg2YgRETDghw-H9JA,4.2,119,9,"{""technical"": 7, ""mobile"": 10, ""performance"": 10, ""conversion"": 10, ""trust"": 7, ""modernity"": 10}",Title too long; Missing H1,success,Crawled 4 page(s),2025-12-19T18:15:57.524611+00:00,25.4363244,-80.4780932
RV park,"Miami-Dade County, FL",Homestead Trailer Park,"31 SE 2nd Rd, Homestead, FL 33030",Homestead,FL,33030,(305) 247-4021,,https://www.google.com/maps/place/?q=place_id:ChIJGWcHV0Dn2YgRyZABHu_RnSI,ChIJGWcHV0Dn2YgRyZABHu_RnSI,4.3,50,1,{},No website,no_website,,2025-12-19T18:16:00.659283+00:00,25.4682623,-80.4748882
manufactured home community,"Miami-Dade County, FL",Royal Country,"5555 NW 202nd Terrace, Opa-locka, FL 33055",Opa-locka,FL,33055,(305) 621-2270,https://www.suncommunities.com/florida/royal-country?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,https://www.google.com/maps/place/?q=place_id:ChIJw7gjU5ml2YgREaN_jOywjfU,ChIJw7gjU5ml2YgREaN_jOywjfU,4.4,143,9,"{""technical"": 10, ""mobile"": 10, ""performance"": 9, ""conversion"": 8, ""trust"": 7, ""modernity"": 10}",Moderate load time (>3s); Email not visible,success,Crawled 4 page(s),2025-12-19T18:15:55.318734+00:00,25.9588506,-80.2902208
RV park,"Miami-Dade County, FL",Larry and Penny Thompson Memorial Park and Campground,"12451 SW 184th St, Miami, FL 33177",Miami,FL,12451,(305) 232-1049,https://www.miamidade.gov/parks/larry-penny.asp,https://www.google.com/maps/place/?q=place_id:ChIJuZtUhrfD2YgR4UmAlP4QTrw,ChIJuZtUhrfD2YgR4UmAlP4QTrw,4.5,2410,6,"{""technical"": 7, ""mobile"": 0, ""performance"": 10, ""conversion"": 8, ""trust"": 7, ""modernity"": 6}",Title too long; Missing H1; No viewport meta tag (not mobile-friendly); Email not visible; Non-responsive design indicates older site,success,Crawled 4 page(s),2025-12-19T18:15:58.685672+00:00,25.6013752,-80.39451
mobile home park,"Miami-Dade County, FL",Goldcoaster,"34850 SW 187th Ave, Homestead, FL 33034",Homestead,FL,34850,(305) 248-5462,https://www.suncommunities.com/florida/goldcoaster?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,https://www.google.com/maps/place/?q=place_id:ChIJq909PNTg2YgRVoAElxD5sOw,ChIJq909PNTg2YgRVoAElxD5sOw,4.2,446,9,"{""technical"": 10, ""mobile"": 10, ""performance"": 10, ""conversion"": 8, ""trust"": 7, ""modernity"": 10}",Email not visible,success,Crawled 4 page(s),2025-12-19T18:15:57.525933+00:00,25.4441169,-80.4954276
RV park,"Miami-Dade County, FL",Boca Chita Key Campground,"Miami, FL 33155",,FL,33155,(305) 230-7275,http://www.nps.gov/bisc/planyourvisit/camping.htm,https://www.google.com/maps/place/?q=place_id:ChIJYSeqD_fN2YgRoZo0HllQ9HM,ChIJYSeqD_fN2YgRoZo0HllQ9HM,4.7,95,8,"{""technical"": 6, ""mobile"": 10, ""performance"": 10, ""conversion"": 8, ""trust"": 7, ""modernity"": 10}",Title too long; Missing meta description; Email not visible,success,Crawled 4 page(s),2025-12-19T18:16:00.659331+00:00,25.5248398,-80.1744737
manufactured home community,"Miami-Dade County, FL",University Lakes,"12850 SW 14th St, Miami, FL 33184",Miami,FL,12850,(305) 226-4251,http://www.hometownamerica.com/universitylakes,https://www.google.com/maps/place/?q=place_id:ChIJMY9BtA6_2YgRJRQLmnU9cZ8,ChIJMY9BtA6_2YgRJRQLmnU9cZ8,4,141,9,"{""technical"": 9, ""mobile"": 10, ""performance"": 10, ""conversion"": 8, ""trust"": 7, ""modernity"": 10}",Title too long; Email not visible,success,Crawled 4 page(s),2025-12-19T18:15:57.431613+00:00,25.7539225,-80.4040045
RV park,"Miami-Dade County, FL",Elliott Key Campgrounds,"Islandia, FL",,,,(305) 230-1148,http://www.nps.gov/bisc/planyourvisit/camping.htm,https://www.google.com/maps/place/?q=place_id:ChIJDepCeGfR2YgRdZnNacTgA3k,ChIJDepCeGfR2YgRdZnNacTgA3k,4.5,30,8,"{""technical"": 6, ""mobile"": 10, ""performance"": 10, ""conversion"": 8, ""trust"": 7, ""modernity"": 10}",Title too long; Missing meta description; Email not visible,success,Crawled 4 page(s),2025-12-19T18:16:02.210430+00:00,25.4537468,-80.1955418
RV park,"Miami-Dade County, FL",Southern Comfort RV Resort,"345 E Palm Dr, Florida City, FL 33034",Florida City,FL,33034,(305) 248-6909,https://www.socorv.com/,https://www.google.com/maps/place/?q=place_id:ChIJiwENXrPg2YgRt6hJ7sO2--0,ChIJiwENXrPg2YgRt6hJ7sO2--0,3.9,350,9,"{""technical"": 7, ""mobile"": 10, ""performance"": 10, ""conversion"": 10, ""trust"": 7, ""modernity"": 10}",Missing meta description,success,Crawled 4 page(s),2025-12-19T18:16:02.266261+00:00,25.4460633,-80.4718789
RV park,"Miami-Dade County, FL","Palm Garden RV Park, Homestead, Florida","28300 SW 147th Ave, Homestead, FL 33033",Homestead,FL,28300,(305) 247-8915,http://palmgardenrv.com/,https://www.google.com/maps/place/?q=place_id:ChIJ__-LZBLd2YgRy9nghYvS_cU,ChIJ__-LZBLd2YgRy9nghYvS_cU,4.4,52,10,"{""technical"": 9, ""mobile"": 10, ""performance"": 10, ""conversion"": 10, ""trust"": 7, ""modernity"": 10}",Title too long,success,Crawled 4 page(s),2025-12-19T18:16:03.819298+00:00,25.504077,-80.428911
RV park,"Miami-Dade County, FL","Boardwalk, MHP","100 NE 6th Ave, Homestead, FL 33030",Homestead,FL,33030,(305) 248-2487,http://boardwalkrv.com/,https://www.google.com/maps/place/?q=place_id:ChIJhzSDzWnn2YgR6FVYkdt6Wtk,ChIJhzSDzWnn2YgR6FVYkdt6Wtk,3.9,426,7,"{""technical"": 3, ""mobile"": 10, ""performance"": 10, ""conversion"": 4, ""trust"": 7, ""modernity"": 9}",No HTTPS; Missing meta description; Missing H1; Email not visible; No obvious contact page link,success,Crawled 4 page(s),2025-12-19T18:16:02.655878+00:00,25.470881,-80.4659271
mobile home park,"Miami-Dade County, FL",Princetonian,"12900 SW 253rd Terrace, Homestead, FL 33032",Homestead,FL,12900,(305) 257-3251,http://www.princetonianfl.com/,https://www.google.com/maps/place/?q=place_id:ChIJfXPZFtLc2YgRLYqvzoYPY5c,ChIJfXPZFtLc2YgRLYqvzoYPY5c,4.1,128,9,"{""technical"": 7, ""mobile"": 10, ""performance"": 10, ""conversion"": 8, ""trust"": 7, ""modernity"": 10}",Missing meta description; Email not visible,success,Crawled 4 page(s),2025-12-19T18:16:04.553570+00:00,25.5312395,-80.4004005
mobile home park,"Miami-Dade County, FL","Miami Heights MHP, LLC","3520 NW 79th St, Miami, FL 33147",Miami,FL,33147,(305) 691-2969,http://miamiheightsmhp.com/,https://www.google.com/maps/place/?q=place_id:ChIJ3xciTo2w2YgRGcN-yvtaBiI,ChIJ3xciTo2w2YgRGcN-yvtaBiI,4.1,44,7,"{""technical"": 7, ""mobile"": 10, ""performance"": 9, ""conversion"": 2, ""trust"": 5, ""modernity"": 10}",Missing meta description; Moderate load time (>3s); Phone not visible on homepage; Email not visible,success,Crawled 2 page(s),2025-12-19T18:16:07.010489+00:00,25.8453166,-80.2547132
mobile home park,"Miami-Dade County, FL",Colonial Acres,"9674 NW 10th Ave, Miami, FL 33150",Miami,FL,33150,,https://colonialacresmhc.com/,https://www.google.com/maps/place/?q=place_id:ChIJgTwsNaOx2YgRngKYalWQSUU,ChIJgTwsNaOx2YgRngKYalWQSUU,3.9,184,9,"{""technical"": 7, ""mobile"": 10, ""performance"": 10, ""conversion"": 10, ""trust"": 7, ""modernity"": 10}",Missing meta description,success,Crawled 4 page(s),2025-12-19T18:16:05.613743+00:00,25.8640331,-80.2149125
trailer park,"Miami-Dade County, FL",Mayor Roscoe Warren Municipal Park,"1400 Palm Dr, Homestead, FL 33035",Homestead,FL,33035,(305) 224-4570,https://www.cityofhomestead.com/Facilities/Facility/Details/Mayor-Roscoe-Warren-Municipal-Park-8,https://www.google.com/maps/place/?q=place_id:ChIJabg6m1Xn2YgRcewa7WsOkQo,ChIJabg6m1Xn2YgRcewa7WsOkQo,4.5,1088,8,"{""technical"": 10, ""mobile"": 10, ""performance"": 10, ""conversion"": 4, ""trust"": 7, ""modernity"": 10}",Email not visible; No obvious contact page link,success,Crawled 4 page(s),2025-12-19T18:16:07.248558+00:00,25.4487614,-80.4558105
RV park,"Miami-Dade County, FL",Encore Miami Everglades,"20675 SW 162nd Ave, Miami, FL 33187",Miami,FL,20675,(305) 233-5300,https://thousandtrails.com//florida/miami-everglades-rv-resort/?utm_source=yext&utm_medium=directory&utm_campaign=Yext%20Directory%20Listing,https://www.google.com/maps/place/?q=place_id:ChIJz-6yRp3C2YgRpD_rHm6BESU,ChIJz-6yRp3C2YgRpD_rHm6BESU,4,919,9,"{""technical"": 7, ""mobile"": 10, ""performance"": 10, ""conversion"": 8, ""trust"": 7, ""modernity"": 10}",Missing meta description; Email not visible,success,Crawled 4 page(s),2025-12-19T18:16:05.181484+00:00,25.5752202,-80.4517978
